"cpg","CD8+_105","CD8+_043","CD8+_160","CD8+_261","CD4+_149","CD4+_043","CD4+_160","CD4+_261"
"cg03538383",0.862411016454662,0.899220854875118,0.893825201639561,0.906149157404088,0.872399359842423,0.888426512273084,0.904666301636552,0.931128640776699
"cg09727277",0.108164612676056,0.129334451901566,0.130105208129125,0.138653882308705,0.130242388217423,0.130984848484848,0.111259160559627,0.124031633311814
"cg24682307",0.0873291637711374,0.051898869212716,0.0476363636363636,0.0709507543410191,0.0440393379707364,0.0507090187180942,0.0343814118560417,0.0465589332127924
"cg10668512",0.113802530357938,0.110816584902674,0.14037666878576,0.141012860133586,0.143648715321265,0.165258356389741,0.161610728628801,0.167044621986533
"cg20259552",0.93456678700361,0.904641909814324,0.903420241098963,0.923481414324569,0.93813254978779,0.951912568306011,0.958016848501588,0.921982695409884
"cg08498156",0.286045819696519,0.250387091516584,0.233512097269415,0.245165251202292,0.263838135169443,0.24791432230026,0.254767803074987,0.243895295625114
"cg13828758",0.533323610908561,0.521385131766974,0.491932671886392,0.517226426994639,0.528395619284182,0.560971514914097,0.548124080431584,0.569503463531055
"cg20000541",0.969163811464024,0.981779321399947,0.988575859395193,0.964625384878549,0.981208682525636,0.982796298879435,0.98174591491241,0.980492398762276
"cg22186380",0.823304680038204,0.837066853342667,0.861221664647863,0.87874251497006,0.850601891659501,0.854961832061069,0.922388680815647,0.860765259641664
"cg24041246",0.835227272727273,0.781161473087819,0.891399128022196,0.880974264705882,0.820390282755874,0.851302156258751,0.790228903313973,0.825439783491204
"cg22883125",0.0871108406855289,0.115790163075512,0.121127633209418,0.112947228934445,0.096387762624401,0.0860009017132552,0.0983936933198981,0.0949182242990654
"cg09144398",0.822476305100045,0.857983566511215,0.86428498100811,0.849169585357587,0.867399519065613,0.895057813338537,0.903472599023332,0.906692056583243
"cg21244580",0.584413734150164,0.666697315189408,0.776457482361678,0.749142778768345,0.766166281755196,0.678611008496491,0.785793357933579,0.783209173851176
"cg12062220",0.429776446185757,0.315681178254278,0.284972498942267,0.336225312813358,0.272912997534343,0.257563338301043,0.271001015863093,0.275457901716907
"cg00431673",0.731560620449509,0.81236808780076,0.852587991718426,0.801274944567627,0.824142422926617,0.833415719228868,0.805235767229144,0.831244153414406
"cg09522456",0.102541195155847,0.107341693116187,0.11930891294676,0.100638467677574,0.094614860259032,0.117479777553084,0.138937390870541,0.0844285419390353
"cg18935449",0.858194754695127,0.871062555456965,0.891792929292929,0.875403848855176,0.896963458569223,0.910857432775241,0.897902310498581,0.880906753914466
"cg20498637",0.478233570531603,0.661607823215646,0.703960266631813,0.605429058814804,0.69724468994542,0.702629610449393,0.7514486883918,0.702994599901816
"cg18414579",0.595332074824095,0.724898236092266,0.806390977443609,0.758615360840674,0.807015369360436,0.799163179916318,0.803187585194506,0.839718279799381
"cg07069601",0.0601844361753762,0.0595139177399252,0.0630353190260803,0.0848764456803388,0.0722274626061178,0.0763026374387649,0.0655416603887298,0.0621303245688156
"cg19523338",0.794976434072882,0.804914642553019,0.818879986715928,0.836516881951025,0.844367392639145,0.851253642217346,0.839614017267649,0.864439865524347
"cg00756062",0.703454500697465,0.689171460288627,0.70699314208442,0.681047018904508,0.745621736518645,0.708695652173913,0.722764904288405,0.702392140111064
"cg25388527",0.376304023845007,0.372342126298961,0.460281087687137,0.411462612982744,0.489051094890511,0.513365909744179,0.550811987276076,0.496305418719212
"ch.13.1149345F",0.177693383969618,0.202813423622283,0.193105905406609,0.185883891739612,0.184606714435231,0.217345147196929,0.222231789219907,0.21152433731722
"cg06202802",0.70580758273066,0.727437367944461,0.38521779188207,0.388731708801071,0.0861093342518329,0.812461515906759,0.397376278819325,0.428419100602689
"cg17079833",0.0611931976582102,0.0633159825923714,0.0538702928870293,0.0672590398617796,0.0597153465346535,0.0713586618026515,0.0709301298471866,0.0651085141903172
"cg08894588",0.76108692146428,0.800268696820421,0.856449994425243,0.819304224808694,0.853713428357089,0.850356071964018,0.837040399455288,0.87208850931677
"cg00036324",0.733320055765784,0.804500565027269,0.806329645707884,0.816394658753709,0.806178333048092,0.853930131004367,0.820690631191622,0.857419688226682
"cg03971828",0.0217513594599662,0.0279920438558191,0.0379405174169892,0.0361616784942919,0.0280211054761539,0.0199372435433261,0.0302568014238495,0.034760094750179
"cg23956036",0.174283810792805,0.121611154144074,0.102326574172892,0.146450531022918,0.0923063858695652,0.104074619538537,0.111031933371932,0.102414825140421
"cg08811336",0.934262948207171,0.950549958406507,0.96122468567041,0.956455142231947,0.95863681323622,0.948674149991866,0.945643266866976,0.932841452167351
"cg02108196",0.940421753607103,0.934489283166351,0.944554014505662,0.928400470569145,0.95275826880365,0.945194085027726,0.956765020639046,0.961027156004999
"cg04755674",0.656969696969697,0.729052466718872,0.760888129803587,0.752471409187827,0.686754176610978,0.69481981981982,0.704616395597174,0.702543234994914
"cg12673499",0.222480260102183,0.142737547090833,0.203351206434316,0.133814247069432,0.648415685322326,0.594922461230615,0.702167110905088,0.604895104895105
"cg24351901",0.156270585254624,0.148254521831299,0.113569813558694,0.130006075050236,0.250470260102484,0.25771030268309,0.205268090233617,0.242862625845118
"cg02758507",0.86781082143325,0.90815819956975,0.868847227762266,0.861906365779724,0.903374107216156,0.912814677855213,0.893474842767296,0.897668176480456
"cg13294487",0.928026486253059,0.937144918387591,0.958103855232101,0.949274534445333,0.937406156156156,0.9408201686175,0.96772536597894,0.953667611622962
"cg04362407",0.877665876777251,0.955030328383183,0.889765332281601,0.925985090521832,0.895421343310173,0.902091402013943,0.910962933908609,0.906703088884219
"cg09095341",0.938736681887367,0.941594405594406,0.951751012664718,0.950886408404465,0.942588619879457,0.958488484346987,0.956808408982322,0.953082402603113
"cg01021952",0.749205573209484,0.823954016842668,0.869952839330706,0.828620394173093,0.884948038887026,0.855605954873226,0.861202116935484,0.891593992248062
"cg26670249",0.712265555224769,0.59812507709387,0.613140516592828,0.646652267818575,0.626594301221167,0.645302831426964,0.597086830516768,0.623367749772244
"cg17133045",0.93317563571851,0.941209095951193,0.932267633487146,0.911605065908504,0.944420783645656,0.950912250217202,0.937423097205133,0.895923822251921
"cg25551551",0.610445615716339,0.81058564077432,0.812037745473094,0.786183182244451,0.768871808948669,0.674345076784101,0.733066891039125,0.738668738668739
"cg03119532",0.892348284960422,0.881087724688892,0.913599747275312,0.87364036102754,0.868677042801556,0.878400215459197,0.898413148200623,0.899204997160704
"cg23065483",0.805984224965706,0.855737511781338,0.855153203342618,0.842319226924359,0.869872555595687,0.875985201865852,0.88675429726997,0.909715881626296
"cg08248641",0.819050012565971,0.873765277080194,0.904573367808662,0.885651346750776,0.87643039433605,0.883217931329859,0.873378717305625,0.890816255158425
"cg24138705",0.675328066853823,0.799813831243498,0.812281423575396,0.804265485694307,0.808446194452858,0.85239233233335,0.848450819253739,0.872728082679971
"cg00549896",0.0523695738749502,0.0569961655943329,0.0762875951981412,0.0831186673535978,0.0717788402598995,0.0765183212881958,0.0649224131932364,0.072507756643734
"cg10698984",0.0113874235954115,0.0260519762467275,0.0302292814141155,0.0144654511202314,0.028416859877534,0.0334887144259077,0.0310581437342001,0.0292068446574884
"cg13392125",0.826561411655445,0.89143690349947,0.900579150579151,0.851145649735619,0.861811254396249,0.883396142762137,0.9,0.864361078546307
"cg18984103",0.788018433179724,0.81341189674523,0.777906304222094,0.712775330396476,0.812634822804314,0.718003820439351,0.815202034473015,0.65189620758483
"cg07642754",0.876836761955651,0.883165924023865,0.911235505797681,0.917924859550562,0.904408321626865,0.896166702226015,0.915601394538059,0.899284775945117
"cg14654363",0.73773608822411,0.576594446139762,0.676262943206777,0.755072181037846,0.747162992410553,0.614551399959125,0.666960830900821,0.724079358608507
"cg18753928",0.409872547036213,0.384535607282784,0.490869910400363,0.342722312343312,0.377992277992278,0.304013335042954,0.418520199727644,0.272850372376439
"cg19648306",0.583792116273948,0.597665148063781,0.62515396195429,0.582450832072617,0.542957042957043,0.576574275130924,0.616774383078731,0.563598032326072
"cg20576322",0.914799853103195,0.891977133845851,0.90969696969697,0.853896103896104,0.874889478337754,0.917249616106466,0.912687347507842,0.858672376873662
"cg12099658",0.904339051463169,0.898103959757513,0.890234574196838,0.90372612067335,0.902710884821797,0.910641662901039,0.916483770359247,0.925117197137923
"cg25845889",0.463282309629917,0.575036361232315,0.664746381902487,0.547544409613375,0.622403924775143,0.601982651796778,0.724880708929789,0.635949294972226
"cg17386535",0.919526449872621,0.90174604814547,0.928094624663309,0.886192861615529,0.910545084055018,0.90405138339921,0.919878508588186,0.918716083593119
"cg12511887",0.0709864603481625,0.0259765625,0.0494035561557506,0.0305885987949946,0.048771071934114,0.0269267465281459,0.0415958290830783,0.0479829616637434
"cg01324349",0.808419585987261,0.790160769004743,0.807158351409978,0.787963054921045,0.846753443317693,0.807273016630859,0.813133393754635,0.824691635736513
"cg21579147",0.256009267303794,0.362884292901062,0.410743801652893,0.320775711333651,0.466647498562392,0.387417601480282,0.42680280791321,0.350681003584229
"cg23450972",0.79557616839101,0.800175005966112,0.829761863009855,0.818195157740279,0.841962962962963,0.842374200534669,0.867406520871867,0.868222740913638
"cg01232331",0.468937875751503,0.567287784679089,0.756569847856155,0.76213731686297,0.697040498442368,0.374233128834356,0.771963824289406,0.7998667258996
"cg27562717",0.080656363952075,0.0875861467329669,0.0890731849265241,0.0910906761136655,0.0981036795455143,0.0856722132233839,0.0955840128632135,0.0882191780821918
"cg10011603",0.0416528487099556,0.017717033662364,0.0335758254057079,0.0268207357150429,0.0226653852314592,0.0199965223439402,0.0256960197978965,0.0258075766162431
"cg16500054",0.0365743527995184,0.0344587539157675,0.0312284927735719,0.0272993175170621,0.0352605141337536,0.0199323053779616,0.0409034829647907,0.0340620730040992
"cg14343334",0.882072738976505,0.917453798767967,0.916778703952675,0.894789032673906,0.910744156122668,0.915689537786519,0.924944720263674,0.915385986806917
"cg07676920",0.814814814814815,0.847434656340755,0.886743110038222,0.858451536643026,0.870967741935484,0.866690178099101,0.907982937233394,0.880484988452656
"cg13092738",0.757311977715877,0.758336386954929,0.83789704271632,0.734126040428062,0.764072847682119,0.825703346096221,0.82837049229388,0.80499766464269
"cg02275213",0.796557120500782,0.864749733759318,0.874519846350832,0.861971830985915,0.863226170332769,0.866322580645161,0.856723279274678,0.83076475719686
"cg24428760",0.0929932011013092,0.0946020329529192,0.109559268892293,0.111016407415299,0.0836298932384342,0.110696048528051,0.0925919601079272,0.0982313808210287
"cg05874913",0.194824109343491,0.179257738007921,0.21972695694321,0.218793828892006,0.171285988483685,0.176827485380117,0.177707313710622,0.179091057708027
"cg24205289",0.985066666666667,0.982062518258837,0.978516679261578,0.986379332395447,0.985392385392385,0.988534688188481,0.981677483774338,0.981643579501997
"cg14454440",0.986268939393939,0.990886998784933,0.98717311325445,0.981722101336649,0.97589477801682,0.989253987964467,0.996968112911657,0.988141010793533
"cg22961459",0.741843693273807,0.753779069767442,0.762438631200997,0.787216793958271,0.763217476441072,0.782239017477563,0.790213131988913,0.811161044077813
"cg21871203",0.615165876777251,0.694693314955203,0.747961452928095,0.649906503220445,0.668164659356462,0.71316758747698,0.723107213173438,0.68075619761013
"cg15647527",0.0413888888888889,0.0295848041687679,0.0276874196232695,0.0210819054454113,0.0245403677058353,0.0227763304800893,0.0287931703531238,0.0543426294820717
"cg27297441",0.840399862116512,0.868766404199475,0.899413833528722,0.943307086614173,0.89110354885756,0.845913354175971,0.890853189853958,0.86488640892786
"cg20808693",0.575024500954248,0.667237822149176,0.76054937771559,0.650335327898478,0.752133786690722,0.738596993102571,0.769598898261319,0.767131653381332
"cg24693189",0.80799642902691,0.85122584620802,0.847574374577417,0.859021762095922,0.866265016775497,0.873251028806584,0.874905321905521,0.87155858060569
"cg05368119",0.821310799670239,0.841674369470487,0.851765352383569,0.821309655937847,0.856489512695158,0.890145026835674,0.846011346532361,0.842715838319697
"cg09184899",0.938760268857356,0.960157865062958,0.968637634838194,0.936503647662794,0.924941176470588,0.949655982547407,0.982119079322808,0.968617272298254
"cg16764177",0.748693664271718,0.751644570387613,0.813904338153504,0.805016501650165,0.810123362584255,0.785166712847511,0.840847853421951,0.821198063735377
"cg10895886",0.844285145360414,0.900836926198326,0.890158400415476,0.886968544763222,0.832144816236972,0.907682901976768,0.821924365725227,0.889807162534435
"cg14309246",0.773,0.78654149850851,0.772788790701377,0.800833898962475,0.78382865681554,0.781197455954383,0.779729013700704,0.794774346793349
"cg26665480",0.0352941176470588,0.038666484492417,0.0110403948564749,0.0106169296987088,0.0349609375,0.0174636853272401,0.020311792483343,0.0346509501066965
"cg03706875",0.763946519133241,0.819332224334601,0.877011494252874,0.851573543635146,0.878742844561867,0.840541812666702,0.890181702263309,0.904368659835857
"cg22731763",0.626365563345834,0.77102369899829,0.837324441750025,0.787828510751261,0.8681553628697,0.794520547945205,0.839573903899785,0.849788772266016
"cg15969681",0.789309670944911,0.777971908187736,0.789528272894899,0.788330548772651,0.806718475808473,0.815257808626673,0.817006978547428,0.825103053756204
"cg21067341",0.0205851740488031,0.0186026994894748,0.0194058616335482,0.0239647726310441,0.0200037390166386,0.0152165909927598,0.0188562213124922,0.0221352574293751
"cg25683336",0.693798449612403,0.795009115770283,0.888024883359253,0.817768724537763,0.859943648743837,0.867153443766347,0.87294819867832,0.891484295271573
"cg09317554",0.943944458729751,0.910376355517755,0.92200956937799,0.906887417218543,0.946445521306889,0.925710969239698,0.947079207920792,0.944906546628829
"cg20297791",0.671462357114702,0.763838103643929,0.842060255229575,0.777581573896353,0.868912529550827,0.804544387036167,0.883026793101254,0.865811482110294
"cg09745430",0.124362895005097,0.0992741246797609,0.116564417177914,0.0927124366910523,0.0813953488372093,0.0937603169362826,0.0948873945992102,0.0840079628400796
"cg19165105",0.0568586516026035,0.0554256811323161,0.0495611989655319,0.0552554158866007,0.0441016989998795,0.052083777673506,0.0543415280192037,0.0489548527469112
"cg17578380",0.923212321232123,0.91567023285085,0.934712967708867,0.935247836349331,0.927232831218124,0.938748754523048,0.944005043558001,0.938500240860676
"cg17798944",0.103588354773189,0.0996372430471584,0.122015047432123,0.131067961165049,0.181723779854621,0.140500568828214,0.146955503512881,0.157047506870828
"cg01976960",0.647361647361647,0.776085081920092,0.801059602649007,0.780032467532468,0.858725761772853,0.811871227364185,0.885633270321361,0.772277227722772
"cg06370650",0.841454837737366,0.864845712813245,0.876923076923077,0.869398018044668,0.89476795743423,0.880115469519443,0.904735513270522,0.924718759501368
"cg02660350",0.0183362047747969,0.0195833692003099,0.035923175841042,0.0255155347814133,0.00800318534740195,0.0204252820534329,0.0181343770384866,0.0220343117326612
"cg22476252",0.680587058038692,0.745434279344937,0.795840787119857,0.792795631169922,0.788156932824303,0.801890967612151,0.816825895916475,0.822532056233586
"cg09128829",0.921251348435814,0.9542404398092,0.942383716040037,0.956719460561392,0.964098237720285,0.951962351269757,0.960431654676259,0.954424946345158
"cg20173334",0.0700342720905975,0.0827789345386217,0.0828215061891713,0.0800921608426134,0.0633624797977705,0.0774282471217772,0.058448275862069,0.0632441070715142
"cg27488452",0.852011053116365,0.891209324915007,0.890693316677077,0.884648006785411,0.892537313432836,0.908656330749354,0.905601006922593,0.899704044722131
"cg15564444",0.460719798521407,0.572204641350211,0.591827457318921,0.556701030927835,0.576486059968438,0.645629614847336,0.629051151893791,0.636604384287186
"cg05452084",0.791098040511516,0.81258973777677,0.830455943243178,0.812661297845216,0.84939140636457,0.832887587624222,0.87327355184498,0.883258928571429
"cg23209255",0.179366149696561,0.0366807391514984,0.0286378237987834,0.0446068548387097,0.0207229202643959,0.0282564164357151,0.0232529752822704,0.0333140543666859
"cg17107307",0.895169946332737,0.958105827459545,0.957601014676572,0.947214076246334,0.94968937773704,0.963645176926806,0.959735195429401,0.949164467897977
"cg12985477",0.248923422580041,0.130963944917433,0.148146205883895,0.159358537341184,0.169082648204241,0.141398700660589,0.155846392285173,0.133136276864339
"cg07549373",0.840655901865064,0.829125531665821,0.8493891599531,0.850704094867519,0.881148487414364,0.861136618712376,0.872731432057343,0.865413290113452
"cg08813062",0.312823381345266,0.126874808692991,0.11500256016385,0.160794769250302,0.0923582032736962,0.0715046991570584,0.0945861854387057,0.0887999272131744
"cg26243475",0.0192742879438158,0.0247673295021106,0.017479519908554,0.0201498467476445,0.0147111269614836,0.0179254699717185,0.0127416139377655,0.0247531270572745
"cg17516271",0.835268573586331,0.862209020368574,0.870346676415037,0.877577919057218,0.889678299420257,0.892741761791945,0.879977534400449,0.89098356610571
"cg12822010",0.907047529852494,0.920295698924731,0.908989078689443,0.9099685204617,0.911517077045274,0.943629042732822,0.940500899405009,0.935843610600892
"cg13723551",0.909367228516165,0.951610790990047,0.942016860801853,0.946955430006277,0.965463402448164,0.930912210466114,0.951357596764876,0.956201142096801
"cg11258485",0.865885256014806,0.85645629307218,0.852683930715143,0.750407542847072,0.880491422920391,0.841158688248575,0.855394524959742,0.811418685121107
"cg24997896",0.30384504191963,0.200642661374161,0.191843370576637,0.228882243314697,0.137841883249422,0.142279263045637,0.130028307508939,0.126488619547601
"cg24172269",0.0242663958522636,0.0218449531319146,0.021340028244155,0.036466333052569,0.0135089873841688,0.0107923444233084,0.0257144025182944,0.0225017784267475
"cg14017402",0.634474616292798,0.515014164305949,0.663696420341066,0.471431140955693,0.571203663947331,0.618977084603991,0.773583981984628,0.470977321814255
"cg16669541",0.0295636326819885,0.0172333177476454,0.0232123799359658,0.0319025002240344,0.0174638799270585,0.0273363464061817,0.0171052631578947,0.025216820931419
"cg03115470",0.740390011223345,0.798954349615143,0.804456614106317,0.828002009713616,0.850907519446845,0.803796145323801,0.847748175655253,0.841915382092489
"cg14403309",0.782489740082079,0.869716019943638,0.867983137341913,0.822706065318818,0.876942046855734,0.87156862745098,0.90884790163058,0.836094825388733
"cg18319381",0.566522928060581,0.672843132824152,0.738343390016456,0.661823893197212,0.718949219608705,0.76017871017871,0.779128878766928,0.744289849007916
"cg02413938",0.772868090657101,0.751651809124279,0.714940612627631,0.763588157313301,0.776554209630594,0.774941478096087,0.728734383487235,0.752040102588016
"cg03470933",0.845581645456175,0.864003340757238,0.89348688919253,0.858103223941015,0.904790455063253,0.922274881516588,0.902414217654301,0.920227589410125
"cg03559831",0.0776041666666667,0.0847328244274809,0.0783935925044392,0.097659635943369,0.0994018023617153,0.0890891977990153,0.0828615350005624,0.080004522158577
"cg03037620",0.803199125025634,0.831789266959826,0.839203024767407,0.826084689194827,0.845040821275564,0.856478813722101,0.846988494451951,0.847685000543853
"cg23331778",0.593379241682569,0.634610160282532,0.714594928880643,0.70353638737912,0.766395246478873,0.708760484622554,0.743129351410773,0.783854702613706
"cg15865178",0.0110417666826692,0.0156758355516119,0.0176259293292123,0.0183633650866521,0.0193316763325048,0.0130444110705857,0.0201632689476736,0.0143072613660849
"cg04901136",0.0109428680493701,0.0133110835144365,0.0154254695981568,0.0149172094873452,0.0169061377479307,0.01349801162435,0.00632060247444863,0.014452450174862
"cg04520242",0.807200083237957,0.866495323766688,0.879344033496162,0.863366509516326,0.875474083438685,0.887369985141159,0.917055296469021,0.89036903690369
"cg13830007",0.839015151515151,0.837502316101538,0.900287631831256,0.950413223140496,0.879193056532958,0.899162479061977,0.920537010159652,0.896778916544656
"cg25879062",0.689436060365369,0.776700448255701,0.837354232566923,0.766882246693468,0.822528839629043,0.816289556324986,0.865623670652739,0.855203619909502
"cg12593176",0.838884263114072,0.785430308699719,0.848734699054988,0.83470730862487,0.877722145140858,0.767911465435854,0.871001221001221,0.864538058620305
"cg03598919",0.891896246173675,0.889521399957833,0.919714078524811,0.942009685230024,0.92095458664787,0.927183532127741,0.935252525252525,0.963393669734048
"cg10450883",0.016622691292876,0.0176462955754509,0.0174733531364669,0.018728308558706,0.0213120034356882,0.0165440243592997,0.0174149385947252,0.0239271380055573
"cg02942008",0.207302301436235,0.151276648487853,0.172351182993938,0.199539170506912,0.181005747126437,0.155717687282496,0.166676675474417,0.168677460954291
"cg00265826",0.197454844006568,0.243565525383707,0.240685984624483,0.246530187369882,0.256489018583935,0.259432883603933,0.253784388574437,0.236249407302039
"cg05263649",0.831758587856149,0.857964404342868,0.865164960182025,0.858040268456376,0.883251146292932,0.876328419609188,0.888768617942501,0.891966416989053
"cg02585142",0.738380327024591,0.855880868248359,0.888843179200263,0.874188141630002,0.928104019716155,0.892384697890597,0.927055282749881,0.925167942508983
"cg12765382",0.940714285714286,0.920529100529101,0.943375903985229,0.943670668953688,0.960660815694373,0.930249632892805,0.942915767874993,0.971652746140218
"cg15164860",0.898678414096916,0.958121827411167,0.980235492010093,0.928771305011447,0.925416666666667,0.979936642027455,0.92325996430696,0.87879512311738
"cg05355346",0.877013963480129,0.894529970520799,0.92962851102386,0.889097744360902,0.876722262509064,0.890858445175994,0.890824261275272,0.884627000906071
"cg22918560",0.889101769412825,0.894763271162123,0.920636073191984,0.893496289829769,0.895432030820033,0.895904990589915,0.910836669607111,0.915969316596932
"cg23713520",0.42408655551614,0.383832305300637,0.387466763985194,0.419667130826868,0.414037377079741,0.484132653061224,0.415281439871604,0.471143076106821
"cg09312576",0.33578977988946,0.291110250951552,0.292665791001008,0.339378342514777,0.307284692743796,0.297065936863544,0.306647015475313,0.322907641656559
"cg08807496",0.575147762454264,0.750140370578327,0.819258496395469,0.753254102999434,0.823686792116294,0.824869791666667,0.834832851836566,0.812363763187723
"cg24055855",0.834614539863826,0.891418813149281,0.874014730585347,0.892161929371232,0.901853224610823,0.912495541552729,0.882784779150863,0.891693246429067
"cg14202791",0.837485515643105,0.867805478608803,0.898638192510059,0.855700179533214,0.863324437666794,0.859962809326277,0.893871217998448,0.913214990138067
"cg07877257",0.193598783937846,0.275757850515308,0.353966409633464,0.486087263912736,0.354957805907173,0.26940893088753,0.28757604590145,0.467321374887263
"cg10088075",0.0248774971730117,0.0284055823144374,0.0273940620257598,0.030399019056864,0.0238431927095608,0.0199029730065929,0.0233318350835615,0.0283355821890626
"cg05697909",0.263025372845245,0.225409412170315,0.210396778042959,0.235389679791373,0.181662870159453,0.143290548424737,0.16084173350011,0.178633855434075
"cg16396417",0.139183778422657,0.113962479566154,0.126860421064026,0.142902884954052,0.125609940137834,0.11687105165366,0.123893081932372,0.118509352244063
